1440469233,20.7944769,41.1119117,Вила Албина,Vila Albina
2503292107,20.7992249,41.1202504,Apartmani Joce,
2614590053,20.7969076,41.1126572,Вила Мал Свети Климент,Villa Mal Sveti Kliment
3076974521,20.7991300,41.1142940,Apartments Stars,
3100113826,20.8016699,41.1130555,DJ Apartments,
3642683410,20.8038545,41.1108779,Апартмани Симоноски,
4206877090,20.8121042,41.1130805,House Nativa,
4239751190,20.8276341,41.0868845,Velestovo House ,
4278125896,20.7819966,41.1216886,Maja  Anja  Zoko Relax,
4471993692,20.8253145,41.1229582,Doma,
4771599070,20.8213829,41.1176909,Guest House Hristiva,
5060604723,20.8069915,41.1226707,,
5060604724,20.8066909,41.1225370,,
5078898526,20.7939245,41.1114873,Каневче,
5477597717,20.8054883,41.1193070,Bitrak Guest House,
5567406555,20.8092815,41.1139585,,
5567406556,20.8093862,41.1138792,,
5567406557,20.8092852,41.1138035,,
5567406558,20.8092122,41.1138588,,
5567406559,20.8091900,41.1138422,,
5567406560,20.8091582,41.1138662,,
5592326662,20.8110564,41.1119258,Вила Лука,
5703409131,20.8138456,41.1173197,Villa Ohrid Anastasia,
5762131112,20.7946683,41.1124000,Jovanovic Guest House,
5770706406,20.8139580,41.1128406,Villa Emilija,
5890717254,20.8079165,41.1074189,Смакоски,
5890928715,20.8064785,41.1082348,Жика,
5931115449,20.8092556,41.1086730,Дудан,
6370384076,20.8171019,41.0995418,Casa Farmak,
6370445971,20.7951271,41.1132292,Apartment Ain,
6432903793,20.8056413,41.1118273,,
6470124865,20.7887576,41.1237285,TA&TI,
6470210057,20.8007499,41.1213876,Вила Арсови,Vila Arsovi
6643160007,20.8080677,41.1103782,Breeze Dream Apartment,
6643181133,20.8079597,41.1099389,Breeze Dream Apartment,
6702715833,20.8097851,41.1091980,KARIA Apartments,
6828344527,20.8113131,41.1093960,Art B&B,
1000000582015027,20.8092722,41.1138810,Karoski Apartments,
4278652891,20.8124120,41.0522578,Villa Minami,
4610351504,20.8058338,41.0312534,Anmarin villa,
4790085625,20.8087590,41.0128310,Apartmani Basoski,
6370381412,20.8092216,41.0320740,Вила Тесла,
5600348022,20.7828356,40.9614032,Villa Filip,
526226418,20.8023400,41.0788322,Hotel BELVEDERE,Hotel BELVEDERE
1501849857,20.8059275,41.1120923,De Lux Apartments Ohrid,
2051568881,20.7996332,41.0793509,,
2051568890,20.8016036,41.0786472,,
2051568892,20.8015276,41.0570880,,
2051568901,20.8016261,41.0575745,,
2051568907,20.7970685,41.0847368,,
2051568924,20.8020961,41.0577864,,
2051568972,20.7970111,41.0838529,,
2051568989,20.8013277,41.0777184,,
2051569022,20.8018087,41.0586337,,
2051569042,20.8015904,41.0582466,,
2051569058,20.7974735,41.0849955,,
2051569059,20.8022057,41.0572776,,
2051569060,20.8008405,41.0775755,,
2051569088,20.8016322,41.0586464,,
2051569093,20.8029985,41.0744661,,
2051569102,20.8027651,41.0742255,,
2051569174,20.7970497,41.0841343,,
2051569191,20.8022018,41.0588341,,
2051569205,20.7970336,41.0844941,,
2051569211,20.8023001,41.0574679,,
2051569260,20.8028715,41.0751674,,
2051569270,20.8020972,41.0743084,,
2051569271,20.7967375,41.0839054,,
2051569307,20.8020499,41.0589639,,
2051569310,20.8029246,41.0750982,,
2051569360,20.8017062,41.0575736,,
2051569373,20.7973946,41.0846373,,
2051569395,20.7971962,41.0843947,,
2051569455,20.7972134,41.0846720,,
2051569473,20.8017663,41.0587758,,
2051569498,20.7968405,41.0841930,,
2051569527,20.8022020,41.0570808,,
2051569568,20.8017102,41.0577905,,
2051569570,20.7971049,41.0841338,,
2051569571,20.8014013,41.0798823,,
2051569575,20.7972911,41.0850502,,
2051569593,20.8020919,41.0575588,,
2051569595,20.8023018,41.0575565,,
2051569624,20.7977729,41.0853166,,
2051569659,20.8017937,41.0582447,,
2051569680,20.8026785,41.0751625,,
2051569684,20.8018843,41.0586221,,
2051569706,20.8028463,41.0757333,,
2051569723,20.8021066,41.0574700,,
2051569778,20.7975905,41.0849365,,
2051569783,20.8016241,41.0574642,,
2051569794,20.7968566,41.0842192,,
2051569799,20.8021030,41.0572787,,
2051569819,20.8001868,41.0796496,,
2051569824,20.8026533,41.0757285,,
2051569825,20.7976130,41.0853979,,
2051569869,20.8015347,41.0574652,,
2051569899,20.8020311,41.0750817,,
2051577876,20.8020134,41.0567425,,
2051577882,20.8020101,41.0564332,,
2051577893,20.8017553,41.0564348,,
2051577932,20.8017586,41.0567441,,
2272322554,20.8001990,41.0786742,,
2316032879,20.8030131,41.0769862,Хотел на МВР,
2316032888,20.8034074,41.0764625,Хотел Пела,
2320935275,20.8025642,41.0774733,,
2377969279,20.8083393,41.1056102,,
2984088703,20.8016787,41.0678423,Prestol,
2992064333,20.8009009,41.0666434,Granit,
3103392614,20.7980263,41.1122914,,
3103392615,20.7981263,41.1121701,,
3103392616,20.7979975,41.1121097,,
3103392617,20.7978975,41.1122311,,
3103392618,20.7980412,41.1123101,,
3103392619,20.7981254,41.1123551,,
3103392620,20.7982428,41.1122305,,
3103392621,20.7981607,41.1121866,,
3103392622,20.7980915,41.1122601,,
3103392623,20.7980637,41.1122452,,
3103392624,20.7980470,41.1122629,,
3103392625,20.7980727,41.1122767,,
3103392651,20.7974925,41.1117153,,
3103392652,20.7975246,41.1118426,,
3103392653,20.7975582,41.1118567,,
3103392654,20.7977044,41.1118436,,
3103392655,20.7976762,41.1116991,,
3826400406,20.8016881,41.1121098,Ривиера,
3826400420,20.8046742,41.1099144,Сити Палас,
4059966727,20.7845353,41.1192679,Мизо,
